time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-29T23:01:15.930Z,40.4068333,-122.0153333,10.78,1.68,md,20,80,0.1466,0.11,nc,nc73103761,2018-10-30T00:45:08.103Z,"13km W of Manton, CA",earthquake,0.43,1.18,0.1,25,reviewed,nc,nc
2018-10-29T23:01:15.703Z,61.6777,-150.9043,71.3,1.2,ml,,,,0.26,ak,ak20303787,2018-10-29T23:07:24.498Z,"46km W of Willow, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-29T22:52:11.100Z,52.0676667,-176.1191667,3.24,0.48,ml,5,110,0.02138,0.1,av,av70809014,2018-10-31T17:35:40.590Z,"42km ENE of Adak, Alaska",earthquake,0.41,0.84,0.106,4,reviewed,av,av
2018-10-29T22:44:08.963Z,63.0048,-151.0182,109.5,2,ml,,,,0.43,ak,ak20303780,2018-10-29T22:48:50.918Z,"89km NNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-10-29T22:41:11.690Z,18.1938,-66.1058,6,0.79,md,3,280,0.1946,0.16,pr,pr2018302011,2018-10-30T00:20:04.808Z,"1km NNE of Bayamon, Puerto Rico",earthquake,1.26,0.69,0.17,3,reviewed,pr,pr
2018-10-29T22:38:58.930Z,33.4911667,-116.7931667,4.27,0.47,ml,20,68,0.02198,0.2,ci,ci37408122,2018-10-29T23:11:43.460Z,"9km NE of Aguanga, CA",earthquake,0.33,0.66,0.082,14,reviewed,ci,ci
2018-10-29T22:38:09.690Z,33.4871667,-116.7938333,3.44,1.35,ml,52,37,0.02572,0.2,ci,ci37408114,2018-10-29T23:13:16.000Z,"8km NE of Aguanga, CA",earthquake,0.19,0.58,0.105,27,reviewed,ci,ci
2018-10-29T22:37:44.368Z,63.6993,-149.6388,105.8,2.2,ml,,,,0.77,ak,ak20303776,2018-10-29T22:42:59.589Z,"37km WSW of Healy, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-29T22:30:46.600Z,19.3388329,-155.8190002,9.67,1.76,md,26,145,0.08879,0.16,hv,hv70675257,2018-10-29T22:34:08.450Z,"13km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.63,0.44,0.1,5,automatic,hv,hv
2018-10-29T22:26:16.578Z,68.9595,-147.8347,0.1,2.3,ml,,,,0.88,ak,ak20303767,2018-10-29T22:37:38.378Z,"131km NW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-29T22:22:13.410Z,37.3349,20.6106,10,4.5,mb,,162,2.458,0.75,us,us1000his4,2018-10-29T22:51:17.040Z,"46km SSW of Lithakia, Greece",earthquake,2.4,1.9,0.091,35,reviewed,us,us
2018-10-29T22:09:33.920Z,36.0715,-120.6443333,1.48,0.7,md,18,134,0.0391,0.07,nc,nc73103751,2018-10-30T01:18:43.589Z,"24km ENE of San Ardo, CA",earthquake,0.57,2.37,0.196,6,reviewed,nc,nc
2018-10-29T22:00:46.100Z,37.6425,-118.9495,4.15,0.24,md,9,155,0.02662,0.02,nc,nc73103746,2018-10-29T22:58:54.926Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.88,0.51,0.13,8,reviewed,nc,nc
2018-10-29T21:59:58.610Z,36.2201667,-120.7558333,7.6,1.11,md,9,242,0.03698,0.05,nc,nc73103741,2018-10-31T22:16:03.134Z,"23km SSW of New Idria, CA",earthquake,0.86,0.51,0.097,6,reviewed,nc,nc
2018-10-29T21:57:05.940Z,37.6415,-118.9455,4.86,1.24,md,26,66,0.02492,0.05,nc,nc73103736,2018-10-30T00:51:03.452Z,"3km E of Mammoth Lakes, CA",earthquake,0.29,0.37,0.389,22,reviewed,nc,nc
2018-10-29T21:55:31.140Z,24.1375,123.6015,45.25,4.7,mb,,95,0.63,0.92,us,us1000his0,2018-10-29T22:28:03.040Z,"60km WSW of Ishigaki, Japan",earthquake,4.6,6.5,0.071,60,reviewed,us,us
2018-10-29T21:54:51.780Z,52.0788333,-176.1155,-0.02,0.07,ml,5,137,0.03087,0.07,av,av61806671,2018-10-31T17:31:53.390Z,"43km ENE of Adak, Alaska",earthquake,0.22,0.21,0.245,4,reviewed,av,av
2018-10-29T21:54:35.580Z,37.3283333,-121.8416667,13.74,1.45,md,24,55,0.04461,0.1,nc,nc73103731,2018-10-30T01:56:03.841Z,"4km SSW of Alum Rock, CA",earthquake,0.33,0.77,0.203,21,reviewed,nc,nc
2018-10-29T21:52:31.920Z,33.505,-116.796,4.05,0.87,ml,30,56,0.0082,0.17,ci,ci37408090,2018-10-29T23:13:12.590Z,"9km NE of Aguanga, CA",earthquake,0.21,0.45,0.165,29,reviewed,ci,ci
2018-10-29T21:32:49.370Z,52.0675,-176.1478333,1.92,-0.36,ml,5,133,0.01274,0.09,av,av70809009,2018-10-31T17:28:36.190Z,"40km ENE of Adak, Alaska",earthquake,0.34,0.65,0.401,5,reviewed,av,av
2018-10-29T21:31:16.770Z,8.6818,-77.2233,10,5,mb,,49,2.627,0.76,us,us1000hirk,2018-10-29T22:01:35.802Z,"20km NNE of Acandi, Colombia",earthquake,4.6,1.8,0.032,309,reviewed,us,us
2018-10-29T21:29:17.720Z,38.8151665,-122.7959976,2.73,0.66,md,11,63,0.01211,0.03,nc,nc73103726,2018-10-29T23:32:02.956Z,"5km NW of The Geysers, CA",earthquake,0.34,1.05,0.27,2,automatic,nc,nc
2018-10-29T21:16:06.720Z,45.9603333,-123.1341667,24.29,1.8,ml,14,282,0.1558,0.29,uw,uw61434402,2018-10-30T14:31:01.500Z,"12km NNE of Vernonia, Oregon",earthquake,1.76,1.59,0.206,12,reviewed,uw,uw
2018-10-29T21:12:30.934Z,69.603,-144.762,0,3.1,ml,,,,0.83,ak,ak20303721,2018-10-29T22:16:28.040Z,"73km SW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-29T21:11:18.410Z,-6.8705,104.9612,42.48,5.1,mb,,120,3.651,1.44,us,us1000hir2,2018-10-30T07:52:31.805Z,"74km W of Pasirnangka, Indonesia",earthquake,8.2,7.5,0.065,76,reviewed,us,us
2018-10-29T21:11:13.420Z,38.8071667,-111.5528333,1.69,1.09,ml,6,246,0.1045,0.08,uu,uu60302952,2018-10-30T19:31:45.370Z,"31km ESE of Salina, Utah",earthquake,0.77,31.61,0.026,2,reviewed,uu,uu
2018-10-29T21:10:10.635Z,60.3092,-141.214,11.5,1.7,ml,,,,0.6,ak,ak20303718,2018-10-29T21:16:04.750Z,"72km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-29T21:08:39.250Z,38.8221667,-122.8391667,2.01,2.29,md,53,48,0.003368,0.07,nc,nc73103721,2018-10-31T14:28:03.111Z,"9km NW of The Geysers, CA",earthquake,0.14,0.2,0.258,24,reviewed,nc,nc
2018-10-29T21:07:13.310Z,-57.5146,-66.1661,10,5.5,mww,,81,2.714,1.17,us,us1000hiqv,2018-10-30T17:38:14.040Z,"Drake Passage",earthquake,7.4,1.8,0.071,19,reviewed,us,us
2018-10-29T21:02:20.028Z,36.7129,-116.0733,6.2,-0.2,ml,9,128.6,0.027,0.1045,nn,nn00663404,2018-10-30T02:04:37.822Z,"56km N of Pahrump, Nevada",earthquake,,1.5,0.05,3,reviewed,nn,nn
2018-10-29T21:00:06.290Z,28.2087,103.7049,10,4.5,mb,,119,6.856,0.65,us,us1000hiqt,2018-10-29T22:04:40.040Z,"12km E of Xiluodu, China",earthquake,11.8,1.9,0.124,19,reviewed,us,us
2018-10-29T20:55:54.000Z,61.3178333,-152.2575,1.71,0.37,ml,6,184,0.07217,0.08,av,av70808999,2018-10-31T17:07:47.960Z,"87km NW of Nikiski, Alaska",earthquake,0.36,1.58,0.313,6,reviewed,av,av
2018-10-29T20:48:59.619Z,37.8688,-115.9687,0,0.5,ml,8,172.3,0.567,0.2273,nn,nn00663418,2018-10-30T02:04:42.802Z,"50km SE of Warm Springs, Nevada",earthquake,,0,0.05,2,reviewed,nn,nn
2018-10-29T20:48:49.670Z,52.0768333,-176.1406667,0.03,-0.64,ml,5,128,0.02239,0.09,av,av61806596,2018-10-31T17:13:37.040Z,"41km ENE of Adak, Alaska",earthquake,0.29,0.24,0.129,5,reviewed,av,av
2018-10-29T20:47:15.380Z,35.5111667,-118.5925,1.01,1.57,ml,31,101,0.1795,0.21,ci,ci37407986,2018-10-31T20:49:38.735Z,"12km SW of Bodfish, CA",earthquake,0.31,0.54,0.127,21,reviewed,ci,ci
2018-10-29T20:43:42.874Z,68.9201,-147.6669,13.1,3.4,ml,,,,0.44,ak,ak20303705,2018-10-30T00:01:19.080Z,"124km NW of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-10-29T20:41:12.030Z,33.4783333,-116.7821667,4.75,-0.3,ml,7,284,0.09458,0.09,ci,ci37407970,2018-10-29T23:17:00.473Z,"9km ENE of Aguanga, CA",earthquake,0.96,0.54,0.173,1,reviewed,ci,ci
2018-10-29T20:35:42.130Z,33.5091667,-116.8005,3.58,1.27,ml,43,29,0.003197,0.17,ci,ci37407946,2018-10-29T20:46:41.110Z,"10km NE of Aguanga, CA",earthquake,0.17,0.46,0.182,27,reviewed,ci,ci
2018-10-29T20:30:57.225Z,58.9073,-154.5942,135,2.6,ml,,,,0.69,ak,ak20303678,2018-10-29T20:36:16.763Z,"95km S of Old Iliamna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-29T20:22:39.860Z,35.9185,-120.4656667,7.25,0.37,md,20,89,0.0169,0.05,nc,nc73103716,2018-10-30T01:04:10.751Z,"4km NW of Parkfield, CA",earthquake,0.43,0.42,0.16,5,reviewed,nc,nc
2018-10-29T20:20:48.520Z,33.1601667,-115.6488333,3.76,1.45,ml,24,75,0.03178,0.22,ci,ci37407938,2018-10-30T19:20:45.383Z,"13km WNW of Calipatria, CA",earthquake,0.36,0.42,0.204,25,reviewed,ci,ci
2018-10-29T20:17:22.510Z,-57.55,-66.3054,10,5.8,mww,,14,2.726,1.04,us,us1000hip5,2018-10-30T16:12:51.040Z,"Drake Passage",earthquake,7.7,1.7,0.073,18,reviewed,us,us
2018-10-29T20:16:51.030Z,19.4105,-155.2758333,0.88,1.92,ml,23,48,0.01056,0.06,hv,hv70675097,2018-10-30T02:45:41.834Z,"4km WSW of Volcano, Hawaii",earthquake,0.14,0.18,0.159,20,reviewed,hv,hv
2018-10-29T20:06:43.040Z,36.751,-121.5948333,-0.32,1.26,md,24,108,0.02739,0.13,nc,nc73103711,2018-10-29T23:49:29.297Z,"7km ESE of Prunedale, CA",quarry blast,0.25,31.61,0.149,20,reviewed,nc,nc
2018-10-29T20:06:14.020Z,-23.1049,-66.8172,243.47,4.2,mb,,72,1.263,0.77,us,us1000hip4,2018-10-29T23:00:44.040Z,"115km W of El Aguilar, Argentina",earthquake,6.6,14.7,0.236,6,reviewed,us,us
2018-10-29T20:00:48.150Z,19.234333,-155.3988342,32.17,1.83,md,20,266,0.003396,0.12,hv,hv70675072,2018-10-29T20:04:14.690Z,"9km ENE of Pahala, Hawaii",earthquake,1.22,0.83,0.01,5,automatic,hv,hv
2018-10-29T20:00:33.540Z,52.0746667,-176.1331667,0,-0.77,ml,5,125,0.02161,0.11,av,av61806546,2018-10-31T17:08:48.120Z,"42km ENE of Adak, Alaska",earthquake,0.32,0.27,0.341,5,reviewed,av,av
2018-10-29T19:58:42.023Z,62.8023,-149.4923,15.3,1.4,ml,,,,0.83,ak,ak20303669,2018-10-29T20:01:28.813Z,"62km NNE of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-29T19:56:55.970Z,33.6725,-116.7591667,9.35,1.68,ml,58,36,0.05381,0.19,ci,ci37407906,2018-10-29T20:47:18.380Z,"8km SSW of Idyllwild, CA",earthquake,0.18,0.36,0.161,26,reviewed,ci,ci
2018-10-29T19:38:01.610Z,33.5016667,-116.7938333,4.02,0.36,ml,22,97,0.01198,0.09,ci,ci37407882,2018-10-30T00:13:44.123Z,"9km NE of Aguanga, CA",earthquake,0.19,0.25,0.082,9,reviewed,ci,ci
2018-10-29T19:37:07.650Z,38.8153333,-122.8238333,1.35,-0.01,md,12,96,0.0117,0.04,nc,nc73103701,2018-10-30T01:01:10.371Z,"7km NW of The Geysers, CA",earthquake,0.32,0.62,,1,reviewed,nc,nc
2018-10-29T19:34:10.820Z,52.0705,-176.1216667,3.05,-0.94,ml,4,116,0.02209,0.04,av,av70808914,2018-10-31T01:54:11.590Z,"42km ENE of Adak, Alaska",earthquake,0.62,1.24,0.07,4,reviewed,av,av
2018-10-29T19:30:31.710Z,52.0733333,-176.1121667,-0.22,-0.68,ml,5,122,0.02831,0.09,av,av70808909,2018-10-31T01:52:32.320Z,"43km ENE of Adak, Alaska",earthquake,0.27,0.23,0.13,5,reviewed,av,av
2018-10-29T19:21:54.370Z,52.0715,-176.1186667,2.43,-0.39,ml,5,118,0.02411,0.05,av,av61806506,2018-10-31T01:50:21.740Z,"42km ENE of Adak, Alaska",earthquake,0.35,0.88,0.017,4,reviewed,av,av
2018-10-29T19:15:51.400Z,54.1888333,-165.9898333,6.51,-0.36,ml,5,133,0.009351,0.06,av,av70808989,2018-10-31T16:58:04.240Z,"15km WNW of Akutan, Alaska",earthquake,0.47,0.56,0.341,4,reviewed,av,av
2018-10-29T19:10:44.068Z,61.4703,-146.6057,25.8,1.8,ml,,,,0.81,ak,ak20303658,2018-10-29T19:16:11.952Z,"40km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-29T19:10:08.820Z,33.9058333,-117.294,-0.52,0.37,ml,8,131,0.07255,0.27,ci,ci37407858,2018-10-31T20:13:55.325Z,"3km WNW of March Air Reserve Base, CA",quarry blast,1.33,31.61,0.022,3,reviewed,ci,ci
2018-10-29T19:10:01.850Z,37.1916667,-119.7191667,17.1,1.94,md,12,151,0.1995,0.04,nc,nc73103696,2018-10-29T23:38:02.993Z,"5km E of Yosemite Lakes, CA",earthquake,0.24,0.33,0.184,12,reviewed,nc,nc
2018-10-29T18:59:07.750Z,37.0374,-117.199,10.1,-0.2,ml,4,284,0.144,0.1751,nn,nn00663414,2018-10-30T02:04:41.218Z,"41km WNW of Beatty, Nevada",earthquake,,4.4,0.12,3,reviewed,nn,nn
2018-10-29T18:58:05.200Z,33.4896667,-116.7901667,4.95,0.19,ml,12,117,0.0875,0.11,ci,ci37407826,2018-10-31T20:07:20.732Z,"9km NE of Aguanga, CA",earthquake,0.42,1.14,0.087,6,reviewed,ci,ci
2018-10-29T18:36:33.600Z,38.8264999,-122.8528366,2.18,1.04,md,10,81,0.01431,0.01,nc,nc73103691,2018-10-29T19:01:02.937Z,"10km WNW of The Geysers, CA",earthquake,0.33,0.84,,1,automatic,nc,nc
2018-10-29T18:36:23.270Z,38.826,-122.8533333,1.97,1.11,md,31,67,0.003166,0.04,nc,nc73103686,2018-10-30T00:00:11.105Z,"10km WNW of The Geysers, CA",earthquake,0.15,0.25,0.148,8,reviewed,nc,nc
2018-10-29T18:31:35.207Z,38.664,-119.7557,0,1.2,ml,7,113.83,0.295,0.1002,nn,nn00663412,2018-10-30T02:04:39.573Z,"24km S of Gardnerville Ranchos, Nevada",earthquake,,0,0.45,3,reviewed,nn,nn
2018-10-29T18:29:14.136Z,65.1698,-150.2726,29.1,1.4,ml,,,,1.14,ak,ak20303654,2018-10-29T18:32:45.353Z,"25km NE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-29T17:52:44.585Z,62.8295,-143.6757,0,2,ml,,,,0.72,ak,ak20303646,2018-10-29T17:57:30.382Z,"66km SSW of Tok, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-29T17:44:20.240Z,33.3215,-116.2288333,8.17,0.91,ml,23,153,0.1302,0.19,ci,ci37407778,2018-10-31T21:13:59.658Z,"15km ENE of Borrego Springs, CA",earthquake,0.37,1.77,0.165,23,reviewed,ci,ci
2018-10-29T17:43:58.790Z,52.0631667,-176.1163333,1.75,-0.74,ml,5,101,0.02059,0.04,av,av70808904,2018-10-31T01:45:32.860Z,"42km ENE of Adak, Alaska",earthquake,0.36,0.86,0.161,5,reviewed,av,av
2018-10-29T17:38:52.640Z,36.0216667,-117.7726667,1.99,0.37,ml,9,124,0.006968,0.08,ci,ci37407762,2018-10-29T19:47:50.365Z,"15km NE of Little Lake, CA",earthquake,0.21,0.17,0.273,5,reviewed,ci,ci
2018-10-29T17:31:36.324Z,62.9006,-143.4401,0,1.5,ml,,,,0.68,ak,ak20303638,2018-10-29T17:38:07.082Z,"53km SSW of Tok, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-29T17:31:24.130Z,45.1986667,-111.522,23.72,0.68,ml,5,155,0.368,0.21,mb,mb80316049,2018-10-30T20:49:39.640Z,"15km SW of Big Sky, Montana",earthquake,1.8,5.03,0.018,3,reviewed,mb,mb
2018-10-29T17:17:30.728Z,62.8569,-142.5742,6.4,2.5,ml,,,,1.17,ak,ak20303628,2018-10-29T17:22:54.715Z,"57km SSE of Tok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-29T17:17:24.115Z,62.8454,-143.8518,0,2.2,ml,,,,0.47,ak,ak20303630,2018-10-29T17:21:14.061Z,"70km SW of Tok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-29T17:17:13.247Z,62.8462,-143.6732,8.6,1.9,ml,,,,1.47,ak,ak20303631,2018-10-29T17:21:14.296Z,"64km SSW of Tok, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-10-29T17:11:03.143Z,37.9713,-118.684,4.9,0.9,ml,8,123.53,0.026,0.095,nn,nn00663379,2018-10-30T02:04:34.595Z,"43km NE of Mammoth Lakes, California",earthquake,,4.2,0,1,reviewed,nn,nn
2018-10-29T17:06:19.760Z,33.82,-117.4798333,-0.62,1.28,ml,35,77,0.1056,0.2,ci,ci37407722,2018-10-29T23:10:09.002Z,"8km SSE of Home Gardens, CA",quarry blast,0.31,31.61,0.191,21,reviewed,ci,ci
2018-10-29T17:06:16.690Z,62.8607,-143.5283,0,2.5,ml,,,,1.13,ak,ak20303619,2018-10-29T17:10:47.230Z,"59km SSW of Tok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-29T17:04:29.039Z,62.7811,-143.7017,35,2.3,ml,,,,0.77,ak,ak20303615,2018-10-29T17:10:47.487Z,"71km SSW of Tok, Alaska",earthquake,,2.1,,,automatic,ak,ak
2018-10-29T17:04:21.575Z,62.8497,-143.5892,2.6,2.2,ml,,,,0.75,ak,ak20303613,2018-10-29T17:09:05.439Z,"62km SSW of Tok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-29T17:00:05.040Z,52.07,-176.131,1.89,-0.13,ml,5,113,0.01808,0.07,av,av61806421,2018-10-31T01:41:15.040Z,"41km ENE of Adak, Alaska",earthquake,0.33,0.89,0.187,5,reviewed,av,av
2018-10-29T16:48:20.982Z,39.4348,-120.2887,8.9,0.9,ml,10,150.06,0.02,0.1429,nn,nn00663377,2018-10-30T02:04:32.376Z,"14km NW of Truckee, California",earthquake,,1.3,0.37,6,reviewed,nn,nn
2018-10-29T16:47:19.190Z,39.1083333,-123.2078333,0.45,2.19,md,30,79,0.1213,0.1,nc,nc73103681,2018-10-30T04:59:03.163Z,"4km SW of Talmage, CA",earthquake,0.26,0.71,0.199,29,reviewed,nc,nc
2018-10-29T16:45:51.710Z,35.9685,-120.5205,3.2,0.26,md,21,50,0.01261,0.03,nc,nc73103676,2018-10-29T22:22:04.242Z,"11km NW of Parkfield, CA",earthquake,0.21,0.39,0.083,4,reviewed,nc,nc
2018-10-29T16:34:02.702Z,61.6131,-150.8921,60.8,2.2,ml,,,,0.55,ak,ak20303239,2018-10-29T16:39:23.144Z,"47km WSW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-29T16:26:09.207Z,60.1959,-152.9662,107,2.4,ml,,,,0.44,ak,ak20303236,2018-10-29T16:39:22.905Z,"34km SSW of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-29T16:23:35.960Z,33.8608333,-116.6255,15.46,0.92,ml,17,59,0.07264,0.16,ci,ci37407642,2018-10-29T20:44:35.885Z,"9km WSW of Garnet, CA",earthquake,0.33,0.62,0.161,17,reviewed,ci,ci
2018-10-29T16:13:08.150Z,36.0036667,-117.5611667,3.58,0.74,ml,11,110,0.07537,0.1,ci,ci37407634,2018-10-30T20:10:35.725Z,"30km NNW of Searles Valley, CA",earthquake,0.23,0.66,0.089,4,reviewed,ci,ci
2018-10-29T15:57:30.200Z,39.36,-123.0773333,3.77,1.38,md,6,240,0.229,0.08,nc,nc73103671,2018-10-29T23:49:02.052Z,"12km WSW of Lake Pillsbury, CA",earthquake,0.87,4.57,0.141,7,reviewed,nc,nc
2018-10-29T15:52:45.860Z,22.2442,-45.0817,10,4.6,mb,,115,16.711,0.92,us,us1000hika,2018-10-29T18:33:18.040Z,"Northern Mid-Atlantic Ridge",earthquake,12.2,1.9,0.065,70,reviewed,us,us
2018-10-29T15:46:25.670Z,38.8208333,-122.7986667,2.35,0.61,md,30,40,0.009271,0.06,nc,nc73103666,2018-10-29T22:50:02.668Z,"6km NW of The Geysers, CA",earthquake,0.18,0.32,0.12,4,reviewed,nc,nc
2018-10-29T15:45:34.180Z,34.0296667,-116.1553333,10.61,1.21,ml,33,44,0.105,0.13,ci,ci37407618,2018-10-30T20:03:33.940Z,"14km SSW of Twentynine Palms, CA",earthquake,0.18,0.35,0.201,23,reviewed,ci,ci
2018-10-29T15:32:51.470Z,32.0316,140.9127,50.69,4.8,mb,,127,1.424,0.75,us,us1000hijj,2018-10-29T17:17:26.040Z,"156km SE of Hachijo-jima, Japan",earthquake,10.4,5.1,0.051,121,reviewed,us,us
2018-10-29T15:13:45.250Z,52.0706667,-176.1106667,3.53,-0.72,ml,5,116,0.02739,0.18,av,av70808894,2018-10-31T01:30:07.630Z,"43km ENE of Adak, Alaska",earthquake,0.7,1.29,0.004,5,reviewed,av,av
2018-10-29T15:11:18.790Z,45.858,-111.3551667,7.53,1.64,ml,15,88,0.309,0.18,mb,mb80316034,2018-10-30T17:36:13.070Z,"1km W of Manhattan, Montana",earthquake,0.38,4.36,0.115,8,reviewed,mb,mb
2018-10-29T15:01:38.280Z,37.2983,20.4846,10,4.4,mb,,137,2.47,0.71,us,us1000hij7,2018-10-29T17:14:54.040Z,"55km SSW of Lithakia, Greece",earthquake,7.2,1.9,0.162,15,reviewed,us,us
2018-10-29T15:01:14.218Z,60.2268,-141.262,6.6,1.7,ml,,,,0.94,ak,ak20302492,2018-10-29T15:07:26.410Z,"67km ENE of Cape Yakataga, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-10-29T14:52:41.260Z,33.1385,-115.6148333,8.28,1.45,ml,24,56,0.03387,0.15,ci,ci37407554,2018-10-30T19:43:25.556Z,"10km W of Calipatria, CA",earthquake,0.22,0.35,0.216,14,reviewed,ci,ci
2018-10-29T14:52:40.340Z,33.4923333,-116.7938333,4.46,0.29,ml,10,222,0.08684,0.08,ci,ci37412157,2018-10-30T19:46:56.577Z,"9km NE of Aguanga, CA",earthquake,0.38,0.36,0.054,4,reviewed,ci,ci
2018-10-29T14:51:46.720Z,8.6781,126.7551,10,5.3,mww,,55,1.977,1.12,us,us1000hij6,2018-10-30T17:51:08.040Z,"52km ESE of Marihatag, Philippines",earthquake,8,1.8,0.075,17,reviewed,us,us
2018-10-29T14:51:20.460Z,62.9016,-150.7199,101,2.2,ml,,,,0.64,ak,ak20302458,2018-10-29T15:03:34.980Z,"71km NNW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-29T14:48:28.410Z,33.1391667,-115.6125,8,1.46,ml,23,57,0.03256,0.17,ci,ci37407546,2018-10-30T19:26:43.995Z,"9km W of Calipatria, CA",earthquake,0.26,0.38,0.231,12,reviewed,ci,ci
2018-10-29T14:43:35.760Z,34.2399,78.1299,10,5.1,mww,,64,4.083,0.8,us,us1000hij3,2018-10-30T17:58:43.040Z,"51km E of Leh, India",earthquake,7.7,1.8,0.073,18,reviewed,us,us
2018-10-29T14:40:33.090Z,8.5596,126.7531,10,5.3,mww,,72,1.882,0.8,us,us1000hij2,2018-10-31T00:16:40.388Z,"50km ENE of Hinatuan, Philippines",earthquake,8.5,1.8,0.068,21,reviewed,us,us
2018-10-29T14:37:20.240Z,33.4983333,-116.8023333,2.86,2.19,ml,74,30,0.08617,0.23,ci,ci37407530,2018-10-29T20:47:22.670Z,"8km NE of Aguanga, CA",earthquake,0.19,0.79,0.186,25,reviewed,ci,ci
2018-10-29T14:33:29.453Z,61.852,-157.6846,7.7,2.1,ml,,,,1.04,ak,ak20302453,2018-10-29T14:37:58.049Z,"115km ESE of Holy Cross, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-29T14:33:06.760Z,33.0985,-116.5635,14.88,1.09,ml,47,35,0.0335,0.17,ci,ci37407522,2018-10-29T21:47:44.250Z,"4km ENE of Julian, CA",earthquake,0.19,0.29,0.11,22,reviewed,ci,ci
2018-10-29T14:29:09.570Z,52.0763333,-176.1328333,-0.99,-0.76,ml,5,130,0.02323,0.09,av,av61806316,2018-10-31T01:25:19.380Z,"42km ENE of Adak, Alaska",earthquake,0.27,0.33,0.385,5,reviewed,av,av
2018-10-29T14:26:55.300Z,3.0102,124.3932,297.07,4.5,mb,,97,3.711,0.53,us,us1000hiix,2018-10-29T16:55:17.040Z,"175km NNW of Manado, Indonesia",earthquake,9.6,8.6,0.083,42,reviewed,us,us
2018-10-29T14:25:54.980Z,33.093,-116.5641667,16.12,1.42,ml,49,46,0.03048,0.2,ci,ci37407514,2018-10-29T14:37:17.100Z,"4km ENE of Julian, CA",earthquake,0.3,0.56,0.196,26,reviewed,ci,ci
2018-10-29T14:22:09.460Z,52.0825,-176.1361667,-0.55,-0.09,ml,5,146,0.02723,0.18,av,av61806311,2018-10-31T01:20:56.590Z,"42km ENE of Adak, Alaska",earthquake,0.51,0.5,0.124,5,reviewed,av,av
2018-10-29T14:21:46.030Z,33.0966667,-116.5425,15.67,0.75,ml,14,125,0.04879,0.23,ci,ci37407506,2018-10-29T14:31:38.851Z,"6km ENE of Julian, CA",earthquake,0.66,1.02,0.228,12,reviewed,ci,ci
2018-10-29T14:19:42.060Z,52.0763333,-176.1221667,0.13,-0.75,ml,4,196,0.02639,0.05,av,av70808889,2018-10-31T01:23:06.880Z,"42km ENE of Adak, Alaska",earthquake,0.31,0.21,0.103,4,reviewed,av,av
2018-10-29T14:19:01.560Z,33.0933333,-116.5636667,15.64,1.23,ml,41,43,0.031,0.17,ci,ci37407498,2018-10-29T14:37:22.680Z,"4km ENE of Julian, CA",earthquake,0.28,0.52,0.216,26,reviewed,ci,ci
2018-10-29T14:16:52.900Z,33.0951667,-116.5656667,14.83,1.62,ml,63,24,0.03028,0.15,ci,ci37407490,2018-10-29T21:07:16.769Z,"4km ENE of Julian, CA",earthquake,0.16,0.25,0.185,24,reviewed,ci,ci
2018-10-29T14:16:30.840Z,35.0833333,-118.9095,18.14,1.38,ml,16,158,0.07829,0.22,ci,ci37407482,2018-10-29T14:31:50.273Z,"16km N of Grapevine, CA",earthquake,0.55,0.84,0.254,24,reviewed,ci,ci
2018-10-29T14:08:32.100Z,33.1335,-115.613,8.4,1.33,ml,21,56,0.0302,0.16,ci,ci37407466,2018-10-30T19:35:18.575Z,"9km W of Calipatria, CA",earthquake,0.26,0.37,0.187,20,reviewed,ci,ci
