time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-10T14:21:42.930Z,6.4891,123.6387,609.22,4.5,mb,,114,5.277,0.88,us,us2000hbwf,2018-09-10T15:18:47.040Z,"43km W of Bantogon, Philippines",earthquake,14,11.8,0.099,30,reviewed,us,us
2018-09-10T13:14:21.558Z,69.6596,-144.2862,8.9,3.2,ml,,,,0.78,ak,ak20250130,2018-09-11T17:00:55.973Z,"58km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-10T12:49:08.740Z,17.976,-68.3855,65,3.19,md,6,334,0.9941,0.43,pr,pr2018253003,2018-09-10T14:44:14.745Z,"50km SSE of Boca de Yuma, Dominican Republic",earthquake,6.91,10.46,0.04,4,reviewed,pr,pr
2018-09-10T12:39:17.690Z,14.5138,-92.9493,35,4.6,mb,,138,1.214,1.08,us,us2000hbvx,2018-09-10T15:09:07.587Z,"61km WSW of Puerto Madero, Mexico",earthquake,8,2,0.05,121,reviewed,us,us
2018-09-10T11:58:05.989Z,69.6677,-145.0073,0,2.9,ml,,,,0.78,ak,ak20250065,2018-09-11T17:00:54.550Z,"74km SW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-09-10T11:57:03.730Z,10.809,126.3049,10,5.2,mww,,87,3.784,1.41,us,us2000hbvq,2018-09-12T17:16:14.040Z,"54km ESE of Sulangan, Philippines",earthquake,8.3,1.8,0.08,15,reviewed,us,us
2018-09-10T11:20:01.010Z,-24.164,-70.7287,25.76,3.8,ml,,184,0.547,0.59,us,us2000hbvd,2018-09-10T21:10:21.482Z,"66km SSW of Antofagasta, Chile",earthquake,5.7,12.4,,,reviewed,us,guc
2018-09-10T10:38:43.149Z,51.9428,178.8517,107.7,3.7,ml,,,,0.85,ak,ak20249966,2018-09-10T17:44:12.927Z,"23km E of Little Sitkin Island, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-09-10T08:49:17.170Z,-8.1311,116.4254,35,4.7,mb,,39,2.274,0.76,us,us2000hbu5,2018-09-10T09:22:24.040Z,"10km NNE of Karanggedang, Indonesia",earthquake,7.2,2,0.093,35,reviewed,us,us
2018-09-10T08:24:11.290Z,-28.7518,-71.8113,10,5.1,mww,,95,0.847,0.97,us,us2000hbtu,2018-09-11T01:35:10.505Z,"104km WSW of Vallenar, Chile",earthquake,3.7,1.8,0.069,20,reviewed,us,us
2018-09-10T07:51:02.870Z,35.09,-95.7103,4.09,2.6,mb_lg,,32,0.572,0.38,us,us2000hbt5,2018-09-11T03:14:08.145Z,"17km N of Krebs, Oklahoma",earthquake,1.9,6.8,0.059,76,reviewed,us,us
2018-09-10T07:38:15.575Z,56.0429,-149.2592,4,2.8,ml,,,,0.79,ak,ak20249726,2018-09-10T10:06:34.029Z,"273km SE of Kodiak, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2018-09-10T07:34:50.470Z,19.2635,-66.4845,72,2.95,md,5,336,0.9555,0.31,pr,pr2018253001,2018-09-10T13:17:03.529Z,"88km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,7.51,13.28,0.11,3,reviewed,pr,pr
2018-09-10T06:31:40.150Z,-31.9337,179.7608,10,4.9,mb,,132,3.339,0.76,us,us2000hbsc,2018-09-10T07:00:53.040Z,"138km WSW of L'Esperance Rock, New Zealand",earthquake,11,1.9,0.125,21,reviewed,us,us
2018-09-10T05:48:10.984Z,69.6294,-144.2969,10.7,3.1,ml,,,,0.81,ak,ak20249630,2018-09-11T17:00:50.660Z,"61km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-10T05:45:21.381Z,61.2668,-143.7604,134.7,2.8,ml,,,,0.63,ak,ak20249624,2018-09-11T17:00:50.378Z,"45km SE of Chitina, Alaska",earthquake,,2.6,,,automatic,ak,ak
2018-09-10T05:31:37.783Z,68.6418,-147.5699,0,2.8,ml,,,,0.57,ak,ak20249606,2018-09-11T17:00:49.496Z,"101km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-10T04:56:17.700Z,-32.0268,-179.3243,88.97,4.9,mb,,149,3.022,0.9,us,us2000hbvr,2018-09-11T03:59:25.040Z,"77km SSW of L'Esperance Rock, New Zealand",earthquake,14.6,4.1,0.144,15,reviewed,us,us
2018-09-10T04:31:53.252Z,60.7741,-147.1015,53.7,2.6,ml,,,,1.05,ak,ak20249440,2018-09-11T17:00:48.951Z,"56km SW of Valdez, Alaska",earthquake,,1.6,,,automatic,ak,ak
2018-09-10T04:19:02.420Z,-31.8419,-179.3335,111.05,6.9,mww,,18,2.857,1.48,us,us2000hbpv,2018-09-10T15:24:20.040Z,"61km SW of L'Esperance Rock, New Zealand",earthquake,9.8,3.9,0.058,29,reviewed,us,us
2018-09-10T04:04:01.150Z,-17.8181,179.9976,619.41,4.4,mb,,74,1.854,0.88,us,us2000hbqb,2018-09-11T03:48:47.040Z,"168km ENE of Suva, Fiji",earthquake,9.6,6.8,0.053,103,reviewed,us,us
2018-09-10T03:52:57.454Z,69.5489,-144.3508,0.1,2.7,ml,,,,0.68,ak,ak20249395,2018-09-11T17:00:48.042Z,"70km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-09-10T03:50:15.820Z,-8.2017,116.5809,10,5.1,mb,,45,2.418,0.96,us,us2000hbph,2018-09-10T04:13:34.040Z,"7km NNE of Obelobel, Indonesia",earthquake,7.2,1.8,0.095,36,reviewed,us,us
2018-09-10T03:34:09.960Z,10.4429,-61.5876,10,3.6,mb,,136,3.339,0.96,us,us2000hc3i,2018-09-11T06:23:01.444Z,"13km W of Couva, Trinidad and Tobago",earthquake,6.3,2,0.354,2,reviewed,us,us
2018-09-10T02:49:57.340Z,-5.9775,103.6226,49.21,4.8,mb,,156,1.738,1.07,us,us2000hbp6,2018-09-10T03:13:48.040Z,"84km SSW of Biha, Indonesia",earthquake,8.6,9,0.092,37,reviewed,us,us
2018-09-10T02:47:28.020Z,18.3486,-67.8413,169,3.26,md,13,172,0.5648,0.6,pr,pr2018253000,2018-09-11T03:38:07.040Z,"67km WSW of Rincon, Puerto Rico",earthquake,8.01,2.86,0.26,11,reviewed,pr,pr
2018-09-10T02:43:06.300Z,10.6722,126.2425,35,4.7,mb,,87,3.639,1.18,us,us2000hbp5,2018-09-10T03:09:40.040Z,"54km ESE of Sulangan, Philippines",earthquake,9.5,2,0.044,156,reviewed,us,us
2018-09-10T02:20:05.434Z,60.0684,-152.5983,101.8,3.4,ml,,,,0.74,ak,ak20249295,2018-09-11T03:32:25.040Z,"47km S of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-09-10T01:52:56.310Z,-17.9089,-70.1972,131.16,4.2,mb,,168,0.479,0.94,us,us2000hbnr,2018-09-10T22:47:21.658Z,"11km NNE of Tacna, Peru",earthquake,6.4,6.2,0.176,9,reviewed,us,us
2018-09-10T01:01:43.390Z,69.1573,-143.3423,8.9,3.1,ml,,,,1.03,ak,ak20249210,2018-09-10T04:39:24.537Z,"112km S of Kaktovik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-09-10T00:58:05.930Z,28.823,76.8815,10,3.6,mb,,217,8.778,1.01,us,us2000hbnn,2018-09-12T00:31:07.202Z,"7km SSE of Kharkhauda, India",earthquake,13.9,2,0.166,9,reviewed,us,us
2018-09-10T00:31:44.758Z,55.6629,-149.1963,3.1,2.9,ml,,,,0.91,ak,ak20249162,2018-09-10T04:27:55.703Z,"Gulf of Alaska",earthquake,,8,,,reviewed,ak,ak
2018-09-10T00:22:35.330Z,13.4544,-91.1315,35,4.3,mb,,164,1.196,0.78,us,us2000hbn7,2018-09-10T04:56:03.770Z,"61km SSW of Puerto San Jose, Guatemala",earthquake,7.4,2,0.049,116,reviewed,us,us
2018-09-09T23:53:55.820Z,34.3933,45.7981,10,4.1,mb,,72,1.264,0.86,us,us2000hbmw,2018-09-10T00:27:04.040Z,"9km SW of Sarpol-e Zahab, Iran",earthquake,7.6,2,0.1,27,reviewed,us,us
2018-09-09T23:40:52.910Z,-23.7337,-66.9473,230.79,4.4,mb,,57,1.373,0.65,us,us2000hbmq,2018-09-10T00:19:44.040Z,"83km NW of San Antonio de los Cobres, Argentina",earthquake,6.1,16.2,0.22,6,reviewed,us,us
2018-09-09T23:34:19.700Z,-22.4495,170.186,30.97,5,mb,,37,2.538,0.96,us,us2000hbmp,2018-09-10T00:00:52.040Z,"191km W of Ile Hunter, New Caledonia",earthquake,6.2,3.3,0.07,65,reviewed,us,us
2018-09-09T23:07:27.570Z,35.1094,-95.7042,5,2.6,mb_lg,,45,0.586,1.2,us,us2000hbmk,2018-09-10T00:10:20.965Z,"20km NNE of McAlester, Oklahoma",earthquake,2.2,1.9,0.058,77,reviewed,us,us
2018-09-09T20:28:48.030Z,52.2318,157.1212,143.65,4.9,mb,,117,0.945,0.71,us,us2000hbls,2018-09-10T13:08:58.040Z,"91km NNE of Ozernovskiy, Russia",earthquake,10.1,6.1,0.027,419,reviewed,us,us
2018-09-09T19:43:35.195Z,60.9631,-143.6043,26.3,2.6,ml,,,,0.76,ak,ak20248756,2018-09-11T17:00:46.299Z,"76km SE of Chitina, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-09T19:31:34.650Z,-10.0083,161.533,64.54,6.5,mww,,25,1.662,0.94,us,us2000hbk9,2018-09-10T05:27:00.040Z,"65km NW of Kirakira, Solomon Islands",earthquake,7.5,4,0.059,28,reviewed,us,us
2018-09-09T17:34:48.725Z,61.0026,-146.6448,15.5,2.9,ml,,,,0.84,ak,ak20248584,2018-09-11T17:00:43.210Z,"21km SW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-09-09T17:11:40.800Z,19.4191667,-155.3196667,5.43,2.51,ml,31,85,0.02236,0.08,hv,hv70585232,2018-09-11T15:44:05.040Z,"8km W of Volcano, Hawaii",earthquake,0.29,0.46,0.201,36,reviewed,hv,hv
2018-09-09T16:37:44.440Z,36.5099,141.6683,35,4.3,mb,,189,1.527,0.72,us,us2000hbib,2018-09-09T17:18:39.040Z,"87km ESE of Kitaibaraki, Japan",earthquake,7.5,2,0.086,38,reviewed,us,us
2018-09-09T16:10:23.200Z,-38.6693,175.6712,156.27,4.3,mb,,96,0.657,0.91,us,us2000hbhw,2018-09-12T04:42:12.290Z,"35km W of Taupo, New Zealand",earthquake,4.4,6.7,0.16,11,reviewed,us,us
2018-09-09T15:16:59.990Z,17.9496,-68.5243,102,3.16,md,9,285,0.5821,0.49,pr,pr2018252016,2018-09-09T20:52:49.514Z,"48km S of Boca de Yuma, Dominican Republic",earthquake,6.78,5,0.33,5,reviewed,pr,pr
2018-09-09T14:53:22.452Z,59.5454,-148.8493,32.6,3.2,ml,,,,1.01,ak,ak20248422,2018-09-11T17:00:37.822Z,"70km SSE of Seward, Alaska",earthquake,,6,,,automatic,ak,ak
2018-09-09T13:55:13.330Z,42.7849,141.9704,31.22,4.8,mww,,76,1.168,0.6,us,us2000hbh2,2018-09-09T21:58:03.918Z,"26km E of Chitose, Japan",earthquake,5.4,4.6,0.073,18,reviewed,us,us
2018-09-09T13:39:11.730Z,39.4345,-123.3096667,3.17,2.47,md,32,61,0.04061,0.06,nc,nc73082740,2018-09-10T23:58:03.184Z,"5km NE of Willits, CA",earthquake,0.16,0.56,0.188,36,reviewed,nc,nc
2018-09-09T13:31:50.465Z,68.6317,-146.0001,0,3,ml,,,,0.84,ak,ak20248264,2018-09-11T17:00:34.673Z,"59km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-09-09T13:21:20.790Z,31.2365,-115.6705,12.13,3.43,ml,5,202,0.1824,0.09,ci,ci38054071,2018-09-10T16:00:57.059Z,"100km ESE of Maneadero, B.C., MX",earthquake,0.85,0.46,0.158,174,reviewed,ci,ci
2018-09-09T12:55:44.530Z,48.2705,-123.036,23.15,3.31,ml,43,45,0.1971,0.25,uw,uw61426956,2018-09-10T22:56:10.871Z,"21km NNE of Sequim, Washington",earthquake,0.27,0.96,0.2,34,reviewed,uw,uw
2018-09-09T11:54:17.570Z,18.9693,-67.602,5,2.7,md,9,236,0.5976,0.52,pr,pr2018252015,2018-09-09T18:59:27.786Z,"74km NW of San Antonio, Puerto Rico",earthquake,3.65,2.34,0.37,9,reviewed,pr,pr
2018-09-09T11:52:01.850Z,19.5511,-64.8485,123,3.18,md,7,337,1.728,0.27,pr,pr2018252014,2018-09-09T18:27:24.466Z,"127km N of Road Town, British Virgin Islands",earthquake,9.76,14.17,0.33,6,reviewed,pr,pr
2018-09-09T11:37:53.950Z,38.9912,141.1736,103.04,4.4,mb,,139,1.16,0.99,us,us2000hbg5,2018-09-09T11:58:48.040Z,"8km NNE of Ichinoseki, Japan",earthquake,3.4,9.7,0.139,15,reviewed,us,us
2018-09-09T10:22:08.280Z,61.6485,-150.2171,4.9,2.5,ml,,,,0.73,ak,ak20248147,2018-09-09T21:14:33.830Z,"14km SW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-09-09T09:34:31.757Z,58.0951,-150.7632,5.7,3,ml,,,,0.95,ak,ak20248133,2018-09-09T09:52:30.350Z,"103km ENE of Kodiak, Alaska",earthquake,,12.2,,,automatic,ak,ak
2018-09-09T09:00:15.180Z,18.0753,-64.9453,27,2.53,md,5,342,0.906,0.35,pr,pr2018252012,2018-09-09T16:45:07.394Z,"29km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.9,23.47,0.41,4,reviewed,pr,pr
2018-09-09T08:54:20.320Z,18.6765,-66.7271,65,2.86,md,24,215,0.206,0.16,pr,pr2018252011,2018-09-09T09:58:11.466Z,"22km N of Arecibo, Puerto Rico",earthquake,0.75,0.98,0.29,19,reviewed,pr,pr
2018-09-09T08:42:20.730Z,60.185,-140.9716,3.8,2.7,ml,,,,0.66,ak,ak20248067,2018-09-11T17:00:28.043Z,"82km E of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-09T07:24:45.360Z,51.4115,176.9975,35,4.2,mb,,203,3.671,0.99,us,us2000hbeg,2018-09-09T07:52:44.040Z,"87km SSW of Kiska Volcano, Alaska",earthquake,4.9,2,0.048,119,reviewed,us,us
2018-09-09T06:25:03.120Z,19.3535,-155.1551667,4.36,2.95,ml,49,95,0.02905,0.18,hv,hv70584012,2018-09-10T18:53:54.900Z,"12km SE of Volcano, Hawaii",earthquake,0.44,0.59,0.188,45,reviewed,hv,hv
2018-09-09T05:35:07.610Z,-20.293,68.1304,10,4.8,mb,,79,35.688,0.82,us,us2000hbex,2018-09-09T08:51:50.040Z,"Mid-Indian Ridge",earthquake,13.1,1.9,0.086,42,reviewed,us,us
2018-09-09T05:30:18.493Z,61.2986,-149.4152,115.7,2.6,ml,,,,0.85,ak,ak20247926,2018-09-11T17:00:23.466Z,"25km SSE of Knik-Fairview, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-09T05:25:14.500Z,39.7051,20.3889,13.22,4.3,mb,,78,0.457,1.03,us,us2000hbd8,2018-09-09T10:45:23.805Z,"13km NNE of Filiatai, Greece",earthquake,5.3,6.5,0.113,22,reviewed,us,us
2018-09-09T05:17:21.220Z,-37.1141,-96.2152,10,4.5,mb,,177,19.019,0.63,us,us2000hbd7,2018-09-09T05:44:07.040Z,"Southeast of Easter Island",earthquake,8.4,2,0.08,46,reviewed,us,us
2018-09-09T05:14:27.280Z,69.5526,-144.2092,10,2.6,ml,,186,1.58,0.39,us,us2000hbd1,2018-09-09T06:19:27.040Z,"68km SSW of Kaktovik, Alaska",earthquake,6.8,2,0.04,84,reviewed,us,us
2018-09-09T04:53:35.360Z,-8.1791,116.5755,10,4.5,mb,,74,2.415,0.82,us,us2000hbcv,2018-09-09T07:51:37.170Z,"9km NNE of Obelobel, Indonesia",earthquake,5.7,1.8,0.136,16,reviewed,us,us
2018-09-09T04:27:01.820Z,-5.9145,146.6525,108.73,4.6,mb,,101,3.503,0.56,us,us2000hbcl,2018-09-09T04:44:59.040Z,"96km NNW of Lae, Papua New Guinea",earthquake,10,8.3,0.092,35,reviewed,us,us
2018-09-09T04:18:35.395Z,62.6057,-147.6741,26.3,2.5,ml,,,,0.48,ak,ak20247874,2018-09-11T17:00:21.405Z,"108km SE of Cantwell, Alaska",earthquake,,8.6,,,automatic,ak,ak
2018-09-09T04:12:06.200Z,19.1148,-66.4456,24,2.67,md,8,295,0.8277,0.24,pr,pr2018252007,2018-09-09T08:44:09.106Z,"72km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.42,17.85,0.29,7,reviewed,pr,pr
2018-09-09T04:00:02.740Z,19.0876,-66.5001,14,2.68,md,9,294,0.6112,0.48,pr,pr2018252006,2018-09-09T08:43:58.882Z,"69km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.94,3.63,0.32,9,reviewed,pr,pr
2018-09-09T03:52:48.050Z,40.9293333,-111.5735,7.04,2.48,ml,41,34,0.1118,0.17,uu,uu60295982,2018-09-10T14:32:40.920Z,"14km SE of Morgan, Utah",earthquake,0.25,0.56,0.139,12,reviewed,uu,uu
2018-09-09T03:19:35.960Z,-4.1171,-76.0101,37.81,4.7,mb,,92,4.087,0.68,us,us2000hbc2,2018-09-09T03:49:25.040Z,"110km NE of Barranca, Peru",earthquake,7.3,3.1,0.034,260,reviewed,us,us
2018-09-09T03:00:04.400Z,34.8306667,-85.2381667,9.95,2.64,md,16,86,0.1708,0.07,se,se60213427,2018-09-12T14:09:32.370Z,"6km SE of Chickamauga, Georgia",earthquake,0.21,0.49,0.079,13,reviewed,se,se
2018-09-09T02:42:38.590Z,18.7233,-66.6663,48,2.72,md,5,315,0.6543,0.47,pr,pr2018252004,2018-09-09T06:04:47.190Z,"28km N of Arecibo, Puerto Rico",earthquake,5.35,8.47,0.05,3,reviewed,pr,pr
2018-09-09T02:34:35.980Z,18.9448,-65.4713,45,2.72,md,6,324,0.8827,0.15,pr,pr2018252003,2018-09-09T06:04:34.563Z,"68km NNE of Luquillo, Puerto Rico",earthquake,2.36,6.01,0.31,5,reviewed,pr,pr
2018-09-09T01:48:38.360Z,36.4961,-98.7223,5,3.3,mb_lg,,39,0.024,0.45,us,us2000hbb0,2018-09-09T01:58:37.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.3,1.9,0.048,114,reviewed,us,us
2018-09-09T01:36:47.760Z,18.8565,-65.3158,47,3.09,md,4,334,0.8914,0.14,pr,pr2018252002,2018-09-09T06:03:43.267Z,"61km N of Culebra, Puerto Rico",earthquake,3.01,7.6,0.13,3,reviewed,pr,pr
2018-09-09T01:26:30.100Z,19.3401,-68.2698,24,2.99,md,5,298,0.8337,0.47,pr,pr2018252000,2018-09-09T06:03:14.750Z,"85km N of Punta Cana, Dominican Republic",earthquake,3.57,38.87,0.08,3,reviewed,pr,pr
2018-09-09T01:11:49.030Z,-24.9993,179.8804,491.52,4.6,mb,,59,7.416,1.11,us,us2000hbam,2018-09-09T01:26:36.040Z,"South of the Fiji Islands",earthquake,10.4,8.7,0.041,178,reviewed,us,us
2018-09-09T00:06:23.980Z,-25.0191,179.9441,478.94,5.5,mww,,26,7.449,1.19,us,us2000hb9n,2018-09-12T16:31:35.040Z,"South of the Fiji Islands",earthquake,9.3,2.9,0.073,18,reviewed,us,us
2018-09-08T23:45:27.780Z,18.962,-65.3503,25,2.47,md,12,324,0.9595,0.31,pr,pr2018251023,2018-09-09T06:04:17.275Z,"73km N of Culebra, Puerto Rico",earthquake,1.86,22.54,0.37,12,reviewed,pr,pr
2018-09-08T23:10:32.680Z,36.5018333,-89.5551667,9.39,2.68,md,56,34,0.03858,0.11,nm,nm60213407,2018-09-09T02:16:25.377Z,"9km SSW of New Madrid, Missouri",earthquake,0.16,0.34,0.213,43,reviewed,nm,nm
2018-09-08T23:04:11.420Z,19.5988,-67.8756,51,2.81,md,3,348,1.6275,0.39,pr,pr2018251021,2018-09-09T06:02:30.195Z,"125km NNE of Punta Cana, Dominican Republic",earthquake,9.12,31.32,0.46,2,reviewed,pr,pr
2018-09-08T22:27:27.590Z,-24.4715,-175.5638,10,5.5,mww,,97,7.499,1.1,us,us2000hb83,2018-09-11T23:16:40.040Z,"South of Tonga",earthquake,10.4,1.9,0.073,18,reviewed,us,us
2018-09-08T22:24:50.260Z,69.5669,-144.394,10,3.1,ml,,148,0.246,0.55,us,us2000hb7z,2018-09-08T22:34:45.040Z,"69km SSW of Kaktovik, Alaska",earthquake,6.5,2,0.037,94,reviewed,us,us
2018-09-08T22:23:02.290Z,19.3453,-68.3918,9,2.88,md,4,307,0.8315,0.23,pr,pr2018251019,2018-09-09T02:01:36.123Z,"79km ENE of Miches, Dominican Republic",earthquake,11.15,15.36,0.46,4,reviewed,pr,pr
2018-09-08T21:22:23.410Z,42.6328,-111.4855,6.97,3,ml,,50,0.313,0.34,us,us2000hb70,2018-09-10T18:23:25.280Z,"10km ESE of Soda Springs, Idaho",earthquake,2.2,4.9,0.046,62,reviewed,us,us
2018-09-08T20:46:33.265Z,69.2007,-146.6528,0,2.9,ml,,,,0.76,ak,ak20247189,2018-09-11T17:00:16.657Z,"128km NNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-08T20:41:02.396Z,59.6216,-149.0103,10.4,2.6,ml,,,,1.14,ak,ak20247180,2018-09-11T17:00:16.387Z,"58km SSE of Seward, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-08T20:20:42.960Z,19.5396,-68.0211,13,3.1,md,17,222,1.0871,0.55,pr,pr2018251020,2018-09-09T02:47:42.218Z,"113km NNE of Punta Cana, Dominican Republic",earthquake,2.27,4.42,0.41,9,reviewed,pr,pr
2018-09-08T20:18:42.880Z,2.3457,96.072,10,4.4,mb,,178,1.824,0.75,us,us2000hb6e,2018-09-08T21:55:20.040Z,"37km WSW of Sinabang, Indonesia",earthquake,5.7,1.9,0.095,32,reviewed,us,us
2018-09-08T20:06:54.190Z,37.8046667,-122.2133333,5.18,2.82,md,93,30,0.0373,0.09,nc,nc73082525,2018-09-12T11:56:25.805Z,"2km NE of Oakland, CA",earthquake,0.09,0.2,0.179,100,reviewed,nc,nc
2018-09-08T18:03:42.170Z,43.2444,-127.0483,10,3,ml,,254,2.24,0.55,us,us2000hb4q,2018-09-08T18:14:23.040Z,"215km W of Bandon, Oregon",earthquake,10.3,2,0.045,66,reviewed,us,us
2018-09-08T17:52:02.691Z,69.5653,-144.2143,0.6,2.5,ml,,,,0.78,ak,ak20247044,2018-09-11T17:00:13.373Z,"67km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-08T17:45:40.310Z,46.9735,83.0081,15.08,4.5,mb,,76,0.524,0.81,us,us2000hb4h,2018-09-08T18:04:54.040Z,"105km E of Urzhar, Kazakhstan",earthquake,5.7,5,0.108,26,reviewed,us,us
2018-09-08T17:27:52.809Z,39.1329,-116.0958,1.2,3,ml,16,73.09,0.88,0.2138,nn,nn00655590,2018-09-08T19:37:13.683Z,"43km SSW of Eureka, Nevada",earthquake,,2.9,0.35,5,reviewed,nn,nn
2018-09-08T16:41:53.990Z,18.7181,-67.9336,2,2.74,md,6,223,0.4922,0.59,pr,pr2018251017,2018-09-08T23:22:59.163Z,"51km ENE of Punta Cana, Dominican Republic",earthquake,4.61,3.28,0.32,5,reviewed,pr,pr
2018-09-08T15:59:37.810Z,18.8618,-68.4805,5,2.73,md,10,241,0.3617,0.5,pr,pr2018251014,2018-09-08T22:46:12.707Z,"30km NE of Otra Banda, Dominican Republic",earthquake,1.86,31.61,0.51,6,reviewed,pr,pr
2018-09-08T15:25:47.180Z,-1.6453,149.6504,37.15,4.4,mb,,118,2.317,0.78,us,us2000hb3a,2018-09-08T17:46:30.040Z,"163km NW of Kavieng, Papua New Guinea",earthquake,10.6,8.2,0.127,19,reviewed,us,us
2018-09-08T15:18:28.500Z,13.8514,-92.2077,10,4.1,mb,,186,2.417,1.36,us,us2000hb3m,2018-09-08T17:38:40.040Z,"58km SSW of Champerico, Guatemala",earthquake,9.6,2,0.074,50,reviewed,us,us
2018-09-08T14:49:14.710Z,-22.3535,170.2758,32.17,4.8,mb,,103,2.629,0.98,us,us2000hb2s,2018-09-08T15:04:46.040Z,"182km W of Ile Hunter, New Caledonia",earthquake,7.3,6.2,0.116,23,reviewed,us,us
2018-09-08T14:38:57.420Z,-4.3936,-81.5413,10,5.2,mb,,101,1.693,0.85,us,us2000hb2g,2018-09-08T22:29:25.812Z,"36km NW of Talara, Peru",earthquake,7.5,1.9,0.027,449,reviewed,us,us
2018-09-08T14:36:33.090Z,36.4368,-98.7538,5,3.7,mb_lg,,33,0.244,0.85,us,us2000hb2a,2018-09-10T22:29:01.856Z,"30km NW of Fairview, Oklahoma",earthquake,2.1,2,0.045,128,reviewed,us,us
2018-09-08T14:32:54.510Z,19.0765,-66.8086,36,3.09,md,18,272,0.6612,0.35,pr,pr2018251012,2018-09-08T16:49:10.040Z,"62km N of Hatillo, Puerto Rico",earthquake,1.38,6.28,0.23,15,reviewed,pr,pr
2018-09-08T14:17:50.380Z,42.2935,-124.6693333,21.05,2.76,ml,9,264,0.2409,0.12,uw,uw61426681,2018-09-11T15:25:19.040Z,"23km WSW of Gold Beach, Oregon",earthquake,0.88,0.33,0.265,9,reviewed,uw,uw
2018-09-08T13:57:32.480Z,19.4421667,-155.2645,4.47,2.45,ml,19,179,0.01531,0.08,hv,hv70582372,2018-09-11T14:36:04.040Z,"3km WNW of Volcano, Hawaii",earthquake,0.38,0.47,0.175,35,reviewed,hv,hv
2018-09-08T13:51:42.660Z,85.9605,30.5298,10,4.5,mb,,90,7.415,0.84,us,us2000hb1p,2018-09-08T14:08:14.040Z,"North of Svalbard",earthquake,7.1,1.9,0.048,127,reviewed,us,us
2018-09-08T13:38:00.075Z,56.0946,-149.9075,0,3.1,ml,,,,0.74,ak,ak20246838,2018-09-11T17:00:10.374Z,"242km SE of Kodiak, Alaska",earthquake,,8.8,,,automatic,ak,ak
2018-09-08T13:30:19.896Z,69.2193,-146.6634,0,2.7,ml,,,,0.83,ak,ak20246833,2018-09-11T17:00:09.874Z,"130km NNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-09-08T13:24:56.160Z,31.8488333,-117.1963333,26.1,3.75,mw,24,271,0.453,0.24,ci,ci38052847,2018-09-10T16:34:03.022Z,"49km W of El Sauzal, B.C., MX",earthquake,0.96,0.43,,4,reviewed,ci,ci
2018-09-08T13:23:33.480Z,69.1818,-146.5318,0,2.6,ml,,,,0.81,ak,ak20246829,2018-09-11T17:00:09.326Z,"124km NNW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-08T13:22:03.298Z,69.2454,-146.6625,0,2.8,ml,,,,0.71,ak,ak20246826,2018-09-11T17:00:09.584Z,"129km SSE of Prudhoe Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-08T13:21:33.750Z,41.3672,-100.1202,7.69,2.6,mb_lg,,61,0.025,1.37,us,us2000hb0r,2018-09-11T07:54:56.639Z,"35km ESE of Stapleton, Nebraska",earthquake,2.5,2.5,0.067,58,reviewed,us,us
2018-09-08T12:57:46.074Z,69.631,-144.2367,10.7,2.8,ml,,,,0.83,ak,ak20246810,2018-09-11T17:00:08.312Z,"60km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-09-08T12:55:01.158Z,67.6196,-157.0942,0,2.6,ml,,,,0.83,ak,ak20246807,2018-09-11T17:00:08.065Z,"79km N of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
